day,lat,lon
Friday,42.28855,-71.05572
Friday,42.28855,-71.05572
Friday,42.288542,-71.055313
Friday,42.299183,-71.05818
Friday,42.295448,-71.056406
Friday,42.29535,-71.05682
Friday,42.29535,-71.05682
Friday,42.29556,-71.05676
Friday,42.29556,-71.05676
Friday,42.29554,-71.05691
Friday,42.271464,-71.170007
Friday,42.271508,-71.170326
Friday,42.271139,-71.170722
Friday,42.271678,-71.17018
Friday,42.297793,-71.057091
Friday,42.299128,-71.05811
Friday,42.297038,-71.056791
Friday,42.300146,-71.058711
Friday,42.299851,-71.058357
Friday,42.299648,-71.058069
Friday,42.299143,-71.058146
Friday,42.297925,-71.057153
Friday,42.298086,-71.056455
Friday,42.297793,-71.057091
Friday,42.291983,-71.05705
Friday,42.291983,-71.05705
Friday,42.291983,-71.05705
Friday,42.291983,-71.05705
Friday,42.290875,-71.057724
Friday,42.290866,-71.057054
Friday,42.29077,-71.05699
Friday,42.290231,-71.056601
Friday,42.289769,-71.056417
Friday,42.288562,-71.056195
Friday,42.293519,-71.056776
Friday,42.288562,-71.056195
Friday,42.288562,-71.056195
Friday,42.36641,-71.0523
Friday,42.36641,-71.05223
Friday,42.36618,-71.05216
Friday,42.36642,-71.05214
Friday,42.36643,-71.05201
Friday,42.36643,-71.05201
Friday,42.36643,-71.05201
Friday,42.36643,-71.05201
Friday,42.36627,-71.04961
Friday,42.36627,-71.04961
Friday,42.36627,-71.04961
Friday,42.36627,-71.04961
Friday,42.36627,-71.04961
Friday,42.36627,-71.04961
Friday,42.36627,-71.04961
Friday,42.36627,-71.04961
Friday,42.36627,-71.04961
Friday,42.36627,-71.04961
Friday,42.36627,-71.04961
Friday,42.36627,-71.04961
Friday,42.36627,-71.04961
Friday,42.36627,-71.04961
Friday,42.36627,-71.04961
Friday,42.36627,-71.04961
Friday,42.36627,-71.04961
Friday,42.36627,-71.04961
Friday,42.36627,-71.04961
Friday,42.36627,-71.04961
Friday,42.36615,-71.05244
Friday,42.36615,-71.05244
Friday,42.36615,-71.05244
Friday,42.36661,-71.0498
Friday,42.36661,-71.0498
Friday,42.36661,-71.0498
Friday,42.36661,-71.0498
Friday,42.36661,-71.0498
Friday,42.36661,-71.0498
Friday,42.36661,-71.0498
Friday,42.36661,-71.0498
Friday,42.36661,-71.0498
Friday,42.36661,-71.0498
Friday,42.36661,-71.0498
Friday,42.36661,-71.0498
Friday,42.36661,-71.0498
Friday,42.36661,-71.0498
Friday,42.36661,-71.0498
Friday,42.36661,-71.0498
Friday,42.36639,-71.05243
Friday,42.36639,-71.05243
Friday,42.36639,-71.05243
Friday,42.36639,-71.05243
Friday,42.36639,-71.05243
Friday,42.36639,-71.05243
Friday,42.36639,-71.05243
Friday,42.36639,-71.05243
Friday,42.36617,-71.0523
Friday,42.36617,-71.0523
Friday,42.36617,-71.0523
Friday,42.293538,-71.05679
Friday,42.297898,-71.056017
Friday,42.30005,-71.057787
Friday,42.299673,-71.058854
Friday,42.291388,-71.056185
Friday,42.29182,-71.05709
Friday,42.30017,-71.05921
Friday,42.30002,-71.05918
Friday,42.30016,-71.05865
Friday,42.29896,-71.05802
Friday,42.29882,-71.05791
Friday,42.298462,-71.057639
Friday,42.30017,-71.05921
Friday,42.30017,-71.05921
Friday,42.30017,-71.05921
Friday,42.29916,-71.05816
