Recycling,Lat,Long
M,42.272951,-71.10556
M,42.27284,-71.105791
M,42.273106,-71.104771
M,42.273174,-71.104703
M,42.273218,-71.104657
M,42.27255,-71.105325
M,42.272813,-71.105064
M,42.273574,-71.1043
M,42.29768,-71.07495
M,42.29768,-71.07495
M,42.29761,-71.07513
M,42.29731,-71.07552
M,42.29731,-71.07552
M,42.29731,-71.07552
M,42.28861,-71.15404
M,42.28882,-71.1542
M,42.28852,-71.15425
M,42.28873,-71.15442
M,42.28843,-71.15448
M,42.28852,-71.15425
M,42.28863,-71.15462
M,42.28863,-71.15462
M,42.28892,-71.15398
M,42.28892,-71.15398
M,42.300413,-71.134372
M,42.30012,-71.13059
M,42.300052,-71.129665
M,42.301799,-71.133096
M,42.303978,-71.136707
M,42.304977,-71.137341
M,42.30128,-71.13317
M,42.30164,-71.13252
M,42.30176,-71.13287
M,42.30182,-71.13329
M,42.30042,-71.12912
M,42.273936,-71.103907
M,42.274116,-71.103728
M,42.274294,-71.103548
M,42.277621,-71.100166
M,42.279159,-71.098932
M,42.279081,-71.099039
M,42.27652,-71.10135
M,42.27659,-71.10178
M,42.27612,-71.1018
M,42.27638,-71.10198
M,42.27621,-71.10216
M,42.27476,-71.10296
M,42.27456,-71.10381
M,42.274361,-71.104132
M,42.27863,-71.09897
M,42.2788,-71.0993
M,42.27874,-71.0994
M,42.2785,-71.0992
M,42.27241,-71.10644
M,42.27834,-71.0994
M,42.27845,-71.09982
M,42.27818,-71.09965
M,42.278421,-71.10004
M,42.27794,-71.10046
M,42.27783,-71.10002
M,42.27773,-71.10011
M,42.2775,-71.10037
M,42.27715,-71.10073
M,42.27703,-71.10083
M,42.27692,-71.10091
M,42.27676,-71.10111
M,42.27863,-71.09897
M,42.27863,-71.09897
M,42.27898,-71.0991
M,42.291945,-71.154885
M,42.29197,-71.15471
M,42.29208,-71.15457
M,42.29184,-71.15425
M,42.292311,-71.154179
M,42.29239,-71.15405
M,42.29183,-71.15494
M,42.29194,-71.15409
M,42.29194,-71.15409
M,42.29163,-71.15459
M,42.29163,-71.15459
M,42.32134,-71.07891
M,42.32099,-71.07895
M,42.321251,-71.07858
M,42.32096,-71.07889
M,42.320777,-71.078624
M,42.32104,-71.07821
M,42.32073,-71.078524
M,42.32125,-71.07957
M,42.32061,-71.07804
M,42.321155,-71.079398
M,42.320576,-71.077948
M,42.32105,-71.07912
M,42.32105,-71.07912
M,42.32105,-71.07912
M,42.32105,-71.07912
M,42.32105,-71.07912
M,42.32105,-71.07912
M,42.32096,-71.07889
M,42.32113,-71.07844
M,42.32089,-71.07877
M,42.3211,-71.07834
M,42.32125,-71.07957
M,42.32125,-71.07957
M,42.32125,-71.07957
M,42.32125,-71.07957
M,42.32125,-71.07957
M,42.32125,-71.07957
M,42.32125,-71.07957
M,42.32102,-71.07814
M,42.32072,-71.07839
M,42.32098,-71.07808
M,42.302221,-71.139365
M,42.30058,-71.12958
M,42.30111,-71.13127
M,42.30102,-71.13235
M,42.301552,-71.131618
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30012,-71.13059
M,42.30016,-71.1307
M,42.30016,-71.1307
M,42.30016,-71.1307
M,42.30016,-71.1307
M,42.30016,-71.1307
M,42.30016,-71.1307
M,42.30016,-71.1307
M,42.30016,-71.1307
M,42.30016,-71.1307
M,42.30016,-71.1307
M,42.30016,-71.1307
M,42.30016,-71.1307
M,42.30016,-71.1307
M,42.30016,-71.1307
M,42.30016,-71.1307
M,42.30016,-71.1307
M,42.30016,-71.1307
M,42.30016,-71.1307
M,42.30016,-71.1307
M,42.30016,-71.1307
M,42.30016,-71.1307
