Recycling,Lat,Long
T,42.29214,-71.067109
T,42.29235,-71.06667
T,42.291901,-71.067014
T,42.293015,-71.06742
T,42.29314,-71.06745
T,42.29324,-71.06698
T,42.293384,-71.067065
T,42.29398,-71.0677
T,42.29411,-71.06734
T,42.292034,-71.067061
T,42.29201,-71.06659
T,42.294172,-71.06777
T,42.2919,-71.06653
T,42.29268,-71.06732
T,42.29301,-71.06691
T,42.29301,-71.06691
T,42.29301,-71.06691
T,42.29201,-71.06659
T,42.29201,-71.06659
T,42.29201,-71.06659
T,42.295481,-71.069513
T,42.295706,-71.068678
T,42.296058,-71.068444
T,42.29619,-71.06797
T,42.29589,-71.06802
T,42.29614,-71.06816
T,42.295844,-71.068183
T,42.29574,-71.06859
T,42.296,-71.06869
T,42.295668,-71.068861
T,42.29597,-71.06882
T,42.29562,-71.069
T,42.2959,-71.06908
T,42.2959,-71.06908
T,42.29556,-71.06926
T,42.29556,-71.06926
T,42.29579,-71.06948
T,42.29575,-71.06961
T,42.295733,-71.069749
T,42.295447,-71.069636
T,42.295844,-71.068183
T,42.295844,-71.068183
T,42.295838,-71.068205
T,42.295838,-71.068205
T,42.29574,-71.06859
T,42.296,-71.06869
T,42.296,-71.06869
T,42.296,-71.06869
T,42.29597,-71.06882
T,42.29597,-71.06882
T,42.29562,-71.069
T,42.29562,-71.069
T,42.29559,-71.06914
T,42.29586,-71.06922
T,42.29586,-71.06922
T,42.29586,-71.06922
T,42.29552,-71.0694
T,42.29552,-71.0694
T,42.29579,-71.06948
T,42.29579,-71.06948
T,42.29571,-71.06987
T,42.29571,-71.06987
T,42.29571,-71.06987
T,42.29538,-71.06986
T,42.29538,-71.06986
T,42.2468,-71.13778
T,42.24719,-71.13793
T,42.24686,-71.13703
T,42.24691,-71.13725
T,42.24697,-71.13738
T,42.24719,-71.13793
T,42.24719,-71.13793
T,42.31014,-71.11275
T,42.310031,-71.112379
T,42.31004,-71.11283
T,42.31164,-71.1122
T,42.31155,-71.11225
T,42.31139,-71.11222
T,42.31135,-71.11184
T,42.31071,-71.11189
T,42.31035,-71.11271
T,42.31025,-71.11223
T,42.31025,-71.11223
T,42.31164,-71.1122
T,42.309811,-71.112521
T,42.3097,-71.1126
T,42.3097,-71.1126
T,42.3097,-71.1126
T,42.31047,-71.113084
T,42.311386,-71.111359
T,42.25386,-71.14105
T,42.2537,-71.13994
T,42.25357,-71.14134
T,42.25351,-71.14162
T,42.25394,-71.14241
T,42.25367,-71.1427
T,42.25405,-71.14261
T,42.2538,-71.14296
T,42.25442,-71.143
T,42.25396,-71.1401
T,42.25356,-71.14022
T,42.330084,-71.098171
T,42.33163,-71.102533
T,42.332951,-71.104233
T,42.3297,-71.09798
T,42.33001,-71.09795
T,42.32974,-71.09817
T,42.33277,-71.10501
T,42.33282,-71.1051
T,42.32983,-71.09761
T,42.33011,-71.09899
T,42.33015,-71.09906
T,42.329589,-71.097727
T,42.330275,-71.099358
T,42.330352,-71.099532
T,42.33042,-71.09967
T,42.33049,-71.09986
T,42.32966,-71.09789
T,42.33088,-71.10076
T,42.330924,-71.101035
T,42.331083,-71.101277
T,42.329836,-71.097474
T,42.330536,-71.100226
T,42.3298,-71.09754
T,42.3298,-71.09754
T,42.3298,-71.09754
T,42.32974,-71.09817
T,42.33282,-71.1051
T,42.33282,-71.1051
T,42.32983,-71.09761
T,42.330275,-71.099358
T,42.32989,-71.09772
T,42.32989,-71.09772
T,42.33077,-71.10048
T,42.330536,-71.100226
T,42.330536,-71.100226
T,42.24757,-71.12846
T,42.24782,-71.12819
T,42.24757,-71.12846
T,42.24757,-71.12846
T,42.24757,-71.12846
T,42.24757,-71.12846
T,42.24751,-71.12825
T,42.24751,-71.12825
T,42.28342,-71.14847
T,42.28302,-71.14854
T,42.28332,-71.14829
T,42.28319,-71.14811
T,42.28323,-71.1489
T,42.28353,-71.1486
T,42.272011,-71.14722
T,42.272647,-71.147395
T,42.271707,-71.148149
T,42.271478,-71.147947
T,42.27257,-71.14701
T,42.27198,-71.1479
T,42.27186,-71.14746
T,42.27183,-71.14812
T,42.27159,-71.14796
T,42.27234,-71.14749
T,42.271483,-71.147941
T,42.27234,-71.14749
T,42.29251,-71.06676
T,42.29268,-71.06732
T,42.2928,-71.06684
T,42.29301,-71.06691
T,42.293791,-71.06721
T,42.2939,-71.06726
T,42.294,-71.06731
T,42.29218,-71.06661
T,42.2919,-71.06653
T,42.2919,-71.06653
T,42.29268,-71.06732
T,42.29268,-71.06732
T,42.293504,-71.067102
T,42.293504,-71.067102
T,42.294118,-71.067737
T,42.294118,-71.067737
T,42.296229,-71.067879
T,42.296,-71.06756
T,42.29625,-71.0678
T,42.29595,-71.06781
T,42.29609,-71.06833
T,42.29578,-71.06842
T,42.29603,-71.06854
T,42.29635,-71.06735
T,42.29593,-71.06895
T,42.29559,-71.06914
T,42.2959,-71.06908
T,42.2959,-71.06908
T,42.29556,-71.06926
T,42.29586,-71.06922
T,42.29583,-71.06934
T,42.29552,-71.0694
T,42.29571,-71.06987
T,42.29538,-71.06986
T,42.2958,-71.07037
T,42.2963,-71.06756
T,42.29625,-71.0678
T,42.29625,-71.0678
T,42.29614,-71.06816
T,42.29614,-71.06816
T,42.29603,-71.06854
T,42.29603,-71.06854
T,42.29603,-71.06854
T,42.29574,-71.06859
T,42.295668,-71.068861
T,42.295668,-71.068861
T,42.295668,-71.068861
T,42.29597,-71.06882
T,42.29593,-71.06895
T,42.29593,-71.06895
T,42.29593,-71.06895
T,42.29559,-71.06914
T,42.29559,-71.06914
T,42.29583,-71.06934
T,42.29583,-71.06934
T,42.29583,-71.06934
T,42.29552,-71.0694
T,42.29579,-71.06948
T,42.29575,-71.06961
T,42.29575,-71.06961
T,42.29575,-71.06961
T,42.29538,-71.06986
T,42.2958,-71.07037
T,42.2958,-71.07037
T,42.2958,-71.07037
T,42.246809,-71.137928
T,42.24697,-71.13738
T,42.24669,-71.13756
T,42.24709,-71.13765
T,42.24697,-71.13738
T,42.31071,-71.11189
T,42.31068,-71.11252
T,42.3118,-71.11189
T,42.31035,-71.11271
T,42.31025,-71.11223
T,42.309811,-71.112521
T,42.3097,-71.1126
T,42.310428,-71.112128
T,42.31071,-71.11189
T,42.31071,-71.11189
T,42.31068,-71.11252
T,42.31035,-71.11271
T,42.31164,-71.1122
T,42.309811,-71.112521
